Contact Type,Email,First Name,Last Name,Mailing City,Mailing Country,Mailing State/Province,Mailing Street,Mailing Zip/Postal Code,Organization Type,Phone
Adult,Benjamin.Walker@icloud.com,Benjamin,Walker,Toronto,Canada,ON,7595 Libero. St.,M9V 4B3,One-to-One Individual,(571)517-6117
Educator,Nicola.Thomson@peelsb.com,Nicola,Thomson,,Canada,ON,,,School,186-442-7554
TBD,Ella.Parr@yahoo.com,Ella,Parr,Simsbury,United States,Connecticut,"Ap #667-6108 Lorem, Rd.",7626,One-to-One Individual,9976520736
Adult,Molly.Carr@gmail.com,Molly,Carr,Wayland,United States,MA,"Ap #667-6108 Lorem, Rd.",342,One-to-One Individual,(881)070-1966
TBD,Diane.Wilson@pvnccdsb.on.ca,Diane,Wilson,,CA,,,,School,7534210881
,Robert.Walker@mail.com,Robert,Walker,Barkingside,United Kingdom,Ilford,164-5766 Vel Rd.,IG5 2ES,One-to-One Individual,1625504611
Youth,Kevin.Powell@gmail.com,Kevin,Powell,Okotoks,Canada,AB,164-5766 Vel Rd.,T1S 4A5,,
Educator,Lucas.Carr@scdsb.on.ca,Lucas,Carr,,Canada,ON,,,School,419 108 7499
,Dominic.McLean@hotmail.com,Dominic,McLean,,,,,,One-to-One Individual,
TBD,Simon.Miller@hotmail.com,Simon,Miller,,,,,,,385-805-2709
TBD,Olivia.Chapman@gmail.com,Olivia,Chapman,,,,,,School,3553049334
Adult,Robert.Burgess@yahoo.com,Robert,Burgess,Brooklyn,United States,NY,6791 Pede. Avenue,5744,One-to-One Individual,(641)586-6792
TBD,Jan.Hart@sd64.bc.ca,Jan,Hart,,,,,,,
Educator,Victor.Lyman@gmail.com,Victor,Lyman,,Canada,ON,,,School,563 8110971
TBD,Jack.Gibson@rogers.com,Jack,Gibson,,,,,,One-to-One Individual,9891640404
,Alison.Morrison@gmail.com,Alison,Morrison,Orlando,United States,Florida,6765 Facilisis Street,33441,One-to-One Individual,7833266459
TBD,Diane.Clarkson@wcdsb.ca,Diane,Clarkson,,,,,,School,2210690712
,stephanie.alsop@hotmail.com,stephanie,alsop,montreal,Canada,Quebec,962-9384 Volutpat. Street,h0b 9b1,One-to-One Individual,830-613-1455
TBD,Carol.Chapman@sfu.ca,Carol,Chapman,,,,,,,
Educator,Michael.Nolan@wellingtoncdsb.ca,Michael,Nolan,,Canada,ON,,,School,161-304-9567
Adult,Olivia.Lawrence@rogers.com,Olivia,Lawrence,Toronto,Canada,ON,Ap #398-1042 Accumsan Av.,M0P 4Y2,One-to-One Individual,(304) 958-6072
,Bernadette.Glover@gmail.com,Bernadette,Glover,Calgary,Canada,Alberta,Ap #599-1946 Massa. Av.,T9H 7Y0,One-to-One Individual,103-044-3680
Educator,Andrew.Wright@yrdsb.ca,Andrew,Wright,Woodbridge,Canada,ON,Ap #599-1946 Massa. Av.,L9H3G6,School,466-0236418
TBD,Stewart.Grant@hdsb.ca,Stewart,Grant,,,,,,,
Educator,Lily.Poole@wrdsb.on.ca,Lily,Poole,,Canada,ON,,,One-to-One Individual,263-211-9175
TBD,Julian.Hudson@yrdsb.ca,Julian,Hudson,,,,,,School,7881535412
,Olivia.Sanderson@womencents.ca,Olivia,Sanderson,Calgary,Canada,Alberta,"Ap #758-2145 Et, Avenue",T6Z8M1,One-to-One Individual,598-577-4260
Educator,Cameron.Miller@sequelyouthservices.com,Cameron,Miller,,United States,IL,,,One-to-One Individual,
Educator,Yvonne.Gibson@yrdsb.ca,Yvonne,Gibson,,,,,,School,9773312327
,Felicity.Skinner@dycd.nyc.gov,Felicity,Skinner,Bronx,United States,New York,"P.O. Box 341, 8213 Quis Av.",58967,One-to-One Individual,470012959
Adult,Lauren.Hodges@sequoia.com,Lauren,Hodges,Menlo Park,United States,CA,"P.O. Box 341, 8213 Quis Av.",11978,One-to-One Individual,(070)763-8123
Educator,Max.Metcalfe@yrdsb.ca,Max,Metcalfe,,,,,,School,
Adult,David.Ince@yahoo.com,David,Ince,Mississauga,Canada,ON,2814 Velit Road,L0R 9P0,One-to-One Individual,(184) 020-7053
Adult,Ella.Hunter@we.org,Ella,Hunter,,Canada,PE,,,One-to-One Individual,6589034660
TBD,Diane.Harris@mpsd.ca,Diane,Harris,,,,,,School Group,
TBD,Joe.Poole@vsb.bc.ca,Joe,Poole,,,,,,,887-400-0701
Adult,Carol.Metcalfe@gmail.com,Carol,Metcalfe,Oshawa,Canada,ON,Ap #637-7370 Venenatis Road,L8J 6S3,One-to-One Individual,(226)455-1794
TBD,Max.Wallace@vsb.bc.ca,Max,Wallace,,,,,,School Group,870-552-3983
Educator,Joe.Piper@hrsb.ca,Joe,Piper,Dartmouth,Canada,Nova Scotia,"Ap #946-9926 Nec, St.",B5A 6T6,One-to-One Individual,7274584697
Adult,Michael.Lewis@gmail.com,Michael,Lewis,Brampton,Canada,ON,"979-5748 Ullamcorper, Av.",L9P 3T1,One-to-One Individual,(790)216-3268
Educator,Ava.Black@crcs.bc.ca,Ava,Black,Campbell River,Canada,BC,669-3696 Integer St.,V6W6Y8,School,767 245-2414
,Jan.Ross@verizon.net,Jan,Ross,Haddonfield,United States,New Jersey,"P.O. Box 309, 3627 Nibh Avenue",6726,One-to-One Individual,957391291
Adult,Theresa.Mackenzie@hotmail.com,Theresa,Mackenzie,Ottawa,Canada,ON,597 Turpis. Street,K2G 2T4,One-to-One Individual,(421)898-2081
Educator,Max.Davies@gmail.com,Max,Davies,Richmond,Canada,BC,Ap #651-4856 Molestie. Rd.,V4X9G0,School,
Adult,Evan.Walsh@bell.net,Evan,Walsh,Montreal,Canada,QC,"P.O. Box 662, 8764 Vulputate, Avenue",H5W 1M7,One-to-One Individual,
Adult,Wendy.Coleman@yahoo.ca,Wendy,Coleman,Mississauga,Canada,ON,Ap #145-297 Luctus St.,L4N 1L2,One-to-One Individual,(125)024-0447
Educator,Jacob.Skinner@yahoo.ca,Jacob,Skinner,Vancouver,Canada,BC,177-1490 Gravida. Av.,V4K3L4,School,(918) 001-0390
,Molly.Sanderson@mail.usask.ca,Molly,Sanderson,Prince Albert,Canada,Saskatchewan,706-7303 Aliquet Avenue,S9V 7T6,One-to-One Individual,325 1687292
,Karen.Dyer@gusgirl.com,Karen,Dyer,Cedar Hills,United States,Utah,706-7303 Aliquet Avenue,77044,One-to-One Individual,099-281-0073
Adult,Anthony.Bell@sd43.bc.ca,Anthony,Bell,New Westminster,Canada,BC,,V6m0k4,School,3224922610
,Tim.Slater@videotron.ca,Tim,Slater,,Canada,QC,,,One-to-One Individual,(674) 433-4170
,Dominic.Ferguson@gmail.com,Dominic,Ferguson,Beaumont,United States,Texas,"P.O. Box 550, 8703 Sagittis. Av.",36339,One-to-One Individual,7807101
Educator,Fiona.Poole@hotmail.com,Fiona,Poole,North Vancouver,Canada,BC,541-3308 Nascetur Rd.,V6K2E9,School,(386) 590-1672
Educator,Maria.Knox@tdsb.on.ca,Maria,Knox,Toronto,Canada,Ontario,7038 Nunc Road,M1R 1T8,One-to-One Individual,239 895-6957
,Eric.Lee@optonline.net,Eric,Lee,Cold Spring,United States,New York,611-1029 Ac Avenue,74699,One-to-One Individual,879-657-7922
Educator,Sally.Piper@pin.bc.ca,Sally,Piper,Baldonnel,Canada,BC,Ap #204-2197 Eget St.,V6C8C7,School,(619) 586-1166
,Eric.Turner@hotmail.com,Eric,Turner,Outremont,Canada,Ontario,"P.O. Box 171, 8476 Posuere Road",H6v4w6,One-to-One Individual,557-105-2437
,Stephen.Randall@kpmg.ca,Stephen,Randall,Kelowna,Canada,British Columbia,Ap #243-4181 Pellentesque Rd.,V8Y3P6,One-to-One Individual,1930382436
Educator,Molly.Randall@prn.bc.ca,Molly,Randall,Wonowon,Canada,BC,344-5202 Fringilla Av.,V7C3N6,School,(533) 249-4806
,Ian.Skinner@gmail.com,Ian,Skinner,Kindersley,Canada,SK,195-4917 Cum Rd.,S1L 3S0,One-to-One Individual,(772) 449-7326
,Jonathan.North@yahoo.com,Jonathan,North,Orleans,Canada,Ontario,"P.O. Box 176, 5490 Ac Ave",K4A7A0,One-to-One Individual,059-894-5047
Educator,Felicity.Gibson@prn.bc.ca,Felicity,Gibson,Wonowon,Canada,BC,"227-4219 Id, Rd.",V4C0N9,School,(415) 719-1613
Adult,Eric.Wilson@uwo.ca,Eric,Wilson,Toronto,Canada,ON,"227-4219 Id, Rd.",M0H 2W4,One-to-One Individual,
Youth,Virginia.Glover@yahoo.com,Virginia,Glover,Onalaska,United States,WA,,46949,,3985188507
Educator,Carolyn.Bond@sd61.bc.ca,Carolyn,Bond,Victoria,Canada,BC,333-6916 Sagittis St.,V8r5y5,School,071 254-5276
,Mary.Mills@gmail.com,Mary,Mills,New York,United States,New York,1514 Amet Av.,64295,One-to-One Individual,6465983966
,Michael.Bell@gmail.com,Michael,Bell,st. catharines,Canada,Ontario,"Ap #941-9709 Purus, Street",L3M0N2,One-to-One Individual,3203856570
Educator,Donna.Roberts@sd69.bc.ca,Donna,Roberts,Parksville,Canada,BC,5168 Semper St.,V0P 3G9,School,(987) 324-6988
,Jason.Blake@gmail.com,Jason,Blake,Charlestown,United States,Rhode Island,796-9564 Sit Ave,3788,One-to-One Individual,9113699815
,Samantha.Dickens@aol.com,Samantha,Dickens,Croton on Hudson,United States,New York,796-9564 Sit Ave,12928,One-to-One Individual,159 301-0322
Youth,Sam.Bailey@tcdsb.ca,Sam,Bailey,,Canada,ON,,,School Group,
,Diana.Greene@charter.net,Diana,Greene,Imperial,United States,New York,"P.O. Box 117, 1400 Aliquam Street",71152,One-to-One Individual,751-059-6092
Educator,Eric.Ellison@smtexas.org,Eric,Ellison,,United States,TX,,,One-to-One Individual,342410310
Educator,Theresa.Bell@glenbrook.nottingham.sch.uk,Theresa,Bell,Nottingham,United Kingdom,Nottinghamshire,"3186 Aliquet, Avenue",NG6 3PD,School,5412 583 5633
,Max.King@clevelandfoodbank.org,Max,King,Lakewood,United States,Ohio,Ap #532-4937 Lacus. Street,15046,One-to-One Individual,840-756-0679
,Yvonne.Berry@convergencecoaching.com,Yvonne,Berry,Bellevue,United States,Nebraska,3426 Nec Rd.,91042,One-to-One Individual,4813296467
Adult,Yvonne.Ross@worldfitforkids.org,Yvonne,Ross,Los Angeles,United States,CA,Ap #630-9655 Lectus Rd.,49995,Group,771-146-6696
,Justin.Grant@clsl.com,Justin,Grant,Mississauga,Canada,Ontario,Ap #261-8241 Dui. Rd.,L1h 6r6,One-to-One Individual,306547028
,Anna.Hudson@gmail.com,Anna,Hudson,Mountain View,United States,California,Ap #261-8241 Dui. Rd.,52352,One-to-One Individual,4441588067
Educator,Jacob.Marshall@prrd8.ca,Jacob,Marshall,,Canada,AB,,,School Group,041-913-0199
TBD,Julia.Hunter@gmail.com,Julia,Hunter,Chicago,United States,Illinois,Ap #714-4382 Mauris Ave,18948,One-to-One Individual,4316680370
Adult,Dorothy.Watson@sequoia.com,Dorothy,Watson,San Francisco,United States,CA,Ap #714-4382 Mauris Ave,95250,One-to-One Individual,(958)049-8060
Corporate,Ian.MacLeod@norquest.ca,Ian,MacLeod,,,,,,Corporate,(035) 152-9375
Youth,Brandon.Sanderson@hotmail.com,Brandon,Sanderson,,United States,WA,,,One-to-One Individual,6248153762
Adult,Yvonne.Bell@hotmail.com,Yvonne,Bell,Toronto,Canada,ON,Ap #889-7085 Magnis Ave,M7Y 6V3,One-to-One Individual,(977)173-3111
Adult,Audrey.Hardacre@gmail.com,Audrey,Hardacre,,,,,8643,School Group,
Educator,Yvonne.Fraser@mehmetkececi.com,Yvonne,Fraser,,Turkey,TR,,,One-to-One Individual,
Adult,Kimberly.Martin@sequoia.com,Kimberly,Martin,San Jose,United States,CA,847-7186 Adipiscing St.,5435,One-to-One Individual,(953)009-3814
Adult,Caroline.Walsh@live.com,Caroline,Walsh,,US,,,2D07A4,School Group,
,Lucas.Bond@gmail.com,Lucas,Bond,Capreol,Canada,Ontario,"P.O. Box 908, 1735 Massa Av.",P8M 0H6,One-to-One Individual,2583224601
,Deirdre.Lawrence@gmail.com,Deirdre,Lawrence,Lake City,United States,Florida,"P.O. Box 908, 1735 Massa Av.",89149,One-to-One Individual,3063208136
Adult,Leah.Mills@gmail.com,Leah,Mills,,,,,48152,School Group,
,Natalie.Marshall@yahoo.com,Natalie,Marshall,Ottawa,Canada,Ontario,"P.O. Box 477, 678 Sed, Avenue",K6j3r0,One-to-One Individual,9247636579
Youth,Alexandra.Ross@usw.ca,Alexandra,Ross,Toronto,CA,ON,"P.O. Box 477, 678 Sed, Avenue",M0N 9T3,One-to-One Individual,304-751-0871
Adult,Samantha.Anderson@gmail.com,Samantha,Anderson,,,,,19784,School Group,
,Phil.Dyer@gmail.com,Phil,Dyer,Vancouver,Canada,British Columbia,"P.O. Box 718, 1993 Risus. Rd.",V9B2E8,One-to-One Individual,5426099609
,Bernadette.Welch@ymail.com,Bernadette,Welch,Smithfield,United States,Virginia,"P.O. Box 718, 1993 Risus. Rd.",62176,One-to-One Individual,2344524149
Adult,Jacob.MacDonald@yahoo.com,Jacob,MacDonald,,,,,20628,School Group,
,Dorothy.Russell@gmail.com,Dorothy,Russell,Palmer,United States,Massachusetts,"P.O. Box 211, 3507 Libero St.",8543,One-to-One Individual,685187626
,eric.morgan@gmail.com,eric,morgan,miami,United States,Florida,"P.O. Box 211, 3507 Libero St.",19169,One-to-One Individual,3645204724
Adult,Grace.Wilson@gmail.com,Grace,Wilson,,,,,1062,School Group,
,Emily.Abraham@gmail.com,Emily,Abraham,Tyrone,United States,Pennsylvania,Ap #220-7888 Massa. Rd.,29929,One-to-One Individual,1520819379
,vanessa.newman@gmail.com,vanessa,newman,medley,United States,Florida,"P.O. Box 636, 2586 Consequat Road",225,One-to-One Individual,4040440556
Corporate,Dominic.Bailey@paragonuk.com,Dominic,Bailey,Sunderland,United Kingdom,,575-9837 Ipsum Av.,SR6 5ST,Corporate,9904794128
,Ruth.Rutherford@gmail.com,Ruth,Rutherford,Aurora,Canada,Ontario,5415 Nunc. St.,L9G8L0,One-to-One Individual,8785385204
,ruth.powell@gmail.com,ruth,powell,medley,United States,Florida,115-7712 Parturient Avenue,90582,One-to-One Individual,1367344094
Adult,Adam.Brown@southbank-utc.co.uk,Adam,Brown,London,United Kingdom,London Borough of Lambeth,"P.O. Box 355, 743 Urna. St.",SW4 8QS,School,
TBD,Cameron.Rutherford@gmail.com,Cameron,Rutherford,Sweetwater,United States,Texas,"379-9731 Ac, Rd.",65941,One-to-One Individual,9167290397
,Audrey.Quinn@yahoo.com,Audrey,Quinn,Chantilly,United States,Virginia,"P.O. Box 767, 4896 Nunc Road",87297-,One-to-One Individual,5420955470
Educator,Sue.Lyman@cssd.ab.ca,Sue,Lyman,Calgary,Canada,AB,610-2750 Nunc Ave,T3J3Z4,School Group,4961109858
,Jake.Walsh@gmail.com,Jake,Walsh,Ada,United States,Michigan,610-2750 Nunc Ave,29321,One-to-One Individual,6299424524
Educator,ANNE.Lawrence@hanac.org,ANNE,Lawrence,,United States,NY,,,One-to-One Individual,6877871299
TBD,Jane.Abraham@dcdsb.ca,Jane,Abraham,,,,,,School Group,7662798654
,Robert.Hill@yahoo.com,Robert,Hill,St-Lambert,Canada,Quebec,"P.O. Box 941, 1111 Id, Road",J2R 0Y2,One-to-One Individual,1195607727
Youth,Sarah.Hodges@cwc-newyork.org,Sarah,Hodges,,United States,NY,,,One-to-One Individual,186 - 207 - 3043
TBD,Joan.Vance@rscloud.ca,Joan,Vance,,,,,,School Group,4182185395
Adult,Owen.Anderson@themilnefamily.ca,Owen,Anderson,Fall River,Canada,Nova Scotia,807-942 Fringilla Rd.,B6T3E4,One-to-One Individual,4584509372
Educator,Amanda.Cameron@cpcsschool.org,Amanda,Cameron,,United States,NY,,,One-to-One Individual,183-199-8826
Educator,Brian.Morrison@eatonville.wednet.edu,Brian,Morrison,,United States,WA,,,School Group,341-939-5050
,Jack.Robertson@yahoo.com,Jack,Robertson,Vancouver,United States,Washington,538-2360 In Av.,65509,One-to-One Individual,2781212307
,Alison.Underwood@we.org,Alison,Underwood,Oakville,Canada,Ontario,538-2360 In Av.,L8H 3A6,One-to-One Individual,796 281 6839
Adult,TREVOR.SCOTT@eatonville.wednet.edu,TREVOR,SCOTT,,,,,86749,School Group,
,Vanessa.Tucker@hotmail.com,Vanessa,Tucker,Niagara Falls,Canada,Ontario,993-8737 Semper Rd.,L4H0w1,One-to-One Individual,9881134933
,ryan.butler@neo.rr.com,ryan,butler,hubbard,United States,Ohio,993-8737 Semper Rd.,34335,One-to-One Individual,6700237692
Adult,SOPHIE.FERGUSON@eatonville.wednet.edu,SOPHIE,FERGUSON,,,,,99997,School Group,
,Jason.Bond@outlook.com,Jason,Bond,San Antonio,United States,Texas,7524 Non Rd.,32871,One-to-One Individual,(900) 035-3477
,Sally.Ross@lonestarmhp.com,Sally,Ross,San antonio,United States,Texas,7524 Non Rd.,5675,One-to-One Individual,7419623153
Adult,Gavin.Paterson@usd259.net,Gavin,Paterson,,United States,KS,,,School,016-024-6592
,Megan.Lambert@live.ca,Megan,Lambert,Breslau,Canada,Ontario,1521 Tincidunt St.,N9B8M2,One-to-One Individual,325-296-7856
Educator,Olivia.Edmunds@gmail.com,Olivia,Edmunds,,Canada,ON,,,One-to-One Individual,275-224-5392
TBD,Chloe.Baker@cbe.ab.ca,Chloe,Baker,,,,,,School Group,(842) 736-8756 xright number?
,Stewart.Cameron@hotmail.com,Stewart,Cameron,St. Thomas,Canada,Ontario,"P.O. Box 173, 8512 Ullamcorper St.",N5R2C3,One-to-One Individual,3420027848
,Julia.Butler@lisajkeating.com,Julia,Butler,Tacoma,United States,Washington,"P.O. Box 173, 8512 Ullamcorper St.",1723,One-to-One Individual,351-687-8730
TBD,Carolyn.Fraser@sfu.ca,Carolyn,Fraser,,,,,,School Group,
Youth,Dan.Langdon@yahoo.com,Dan,Langdon,,United States,CA,,,One-to-One Individual,7661454188
Adult,Molly.Reid@school.nyc.gov,Molly,Reid,,United States,NY,,,One-to-One Individual,957333069
Educator,Colin.Reid@smcdsb.on.ca,Colin,Reid,,Canada,ON,,,School Group,774-562-9942
,John.Lawrence@hotmail.com,John,Lawrence,Etobicoke,Canada,Ontario,7068 Cras Rd.,M3Z 0B9,One-to-One Individual,7001281172
Adult,Angela.Dickens@schools.nyc.gov,Angela,Dickens,,United States,NY,,,One-to-One Individual,485-593-4653
Educator,Mary.Johnston@tcdsb.org,Mary,Johnston,,Canada,ON,,,School Group,
,.Walker@we.org,,Walker,Toronto,Canada,ON,3913 Nec St.,M8A9L0,One-to-One Individual,
,Molly.Clark@yahoo.com,Molly,Clark,Locust,United States,North Carolina,3913 Nec St.,70257,One-to-One Individual,9040755620
Educator,Anne.Peake@cssd.ab.ca,Anne,Peake,,,,,T2Z 2B5,School Group,636-968-8697
,Gordon.Avery@gmail.com,Gordon,Avery,Aurora,United States,Colorado,6727 Auctor Street,5201,One-to-One Individual,055 336-2748
,William.Wright@lkdsb.com,William,Wright,Chatham,Canada,Ontario,6727 Auctor Street,N2M 2Y8,One-to-One Individual,6192908106
Educator,Jack.Randall@sjbcommunity.ca,Jack,Randall,,Canada,MB,,,School Group,8184657386
,Rose.Oliver@gmail.com,Rose,Oliver,Lisboa,Portugal,Odivelas,9017 Nunc Rd.,4402-456,One-to-One Individual,292715748
,Ava.Rutherford@we.org,Ava,Rutherford,Toronto,Canada,ON,9017 Nunc Rd.,M4A3L8,One-to-One Individual,
Educator,Lauren.Campbell@cbe.ab.ca,Lauren,Campbell,,Canada,AB,,,School Group,4046497736
Adult,Olivia.Slater@comcast.net,Olivia,Slater,,United States,MN,,,One-to-One Individual,
,Jack.Bell@gmail.com,Jack,Bell,Stoney Creek,Canada,Ontario,8624 Maecenas St.,L3G 7P2,One-to-One Individual,901-157-9732
Educator,Paul.Bailey@yahoo.com,Paul,Bailey,,,,,,School,(849) 798-5318
,Rachel.Bell@googlemail.com,Rachel,Bell,Brighton,United Kingdom,East Sussex,"310-9556 Imperdiet, Av.",BN6 2XA,One-to-One Individual,9360160275
,Virginia.James@we.org,Virginia,James,Toronto,Canada,ON,"P.O. Box 632, 1741 Egestas Rd.",M8A7L5,One-to-One Individual,
Educator,Tracey.Rampling@epsb.ca,Tracey,Rampling,Edmonton,Canada,AB,7326 Eu Rd.,T9M 5V0,School,(296) 714-2735
,Theresa.Arnold@sjr.mb.ca,Theresa,Arnold,La Salle,Canada,Manitoba,"P.O. Box 289, 3797 Ac Rd.",R6G 9A0,One-to-One Individual,120-988-2952
,lisa.hardacre@gmail.com,lisa,hardacre,Panorama City,United States,California,"P.O. Box 289, 3797 Ac Rd.",86466,One-to-One Individual,1142916680
Educator,Gordon.Kerr@ualberta.ca,Gordon,Kerr,,Canada,AB,,,School,361-380-4054
,Colin.Bower@telus.net,Colin,Bower,Nobleton,Canada,Ontario,540 Suspendisse Rd.,L8g0n5,One-to-One Individual,9948964120
,Boris.Duncan@outlook.com,Boris,Duncan,St. Williams,Canada,Ontario,540 Suspendisse Rd.,N0E 9P5,One-to-One Individual,3747007247
TBD,Tim.Springer@nlsd.ab.ca,Tim,Springer,,,,,,School,8767392090
,Julian.Thomson@cogeco.ca,Julian,Thomson,Trenton,Canada,Ontario,274 In Rd.,K2v6v8,One-to-One Individual,5316984781
,Kevin.Russell@gmail.com,Kevin,Russell,Chestnut Hill,United States,Massachusetts,Ap #131-9579 Scelerisque Road,9116,One-to-One Individual,317-990-8330
Educator,Kylie.Mathis@wolfcreek.ab.ca,Kylie,Mathis,Blackfalds,Canada,AB,"P.O. Box 313, 9772 Arcu St.",T6M6J9,School,(488) 493-4247
,Victoria.MacLeod@bellsouth.net,Victoria,MacLeod,Crestwood,United States,Kentucky,721-5501 Ante Rd.,21844,One-to-One Individual,692-945-4546
,Kimberly.McGrath@yahoo.com,Kimberly,McGrath,Clearfield,United States,Pennsylvania,Ap #928-6336 Ut Av.,42325,One-to-One Individual,2408285216
Educator,Megan.Hardacre@wolfcreek.ab.ca,Megan,Hardacre,Blackfalds,Canada,AB,2644 Ultricies St.,T4M3J7,School,
Adult,BRANDON.PARSONS@gmail.com,BRANDON,PARSONS,SAN JOSE,United States,California,2644 Ultricies St.,27010,One-to-One Individual,140-086-3881
,Amanda.Piper@dccnet.com,Amanda,Piper,,,,,,One-to-One Individual,
Educator,Gordon.Wallace@nlesd.ca,Gordon,Wallace,Hopedale,Canada,NL,361-3388 Ipsum Street,A8P 8G0,School,(213) 808-1348
,Edward.Scott@yahoo.ca,Edward,Scott,Hamilton,Canada,Ontario,3398 Imperdiet Rd.,L6L7K7,One-to-One Individual,9684616517
,Chloe.Lewis@me.com,Chloe,Lewis,Fonthill,Canada,Ontario,3398 Imperdiet Rd.,L6S0E5,One-to-One Individual,9550047490
Educator,Diana.Hart@nlesd.ca,Diana,Hart,,Canada,NL,,,School,(731) 301-9477
,Neil.Forsyth@gmail.com,Neil,Forsyth,Roseville,United States,California,"P.O. Box 151, 4501 Ipsum St.",89829,One-to-One Individual,6768775559
TBD,Eric.Baker@gmail.com,Eric,Baker,Eden Prairie,United States,Minnesota,"P.O. Box 151, 4501 Ipsum St.",37990,One-to-One Individual,6654170931
Educator,David.Roberts@nlesd.ca,David,Roberts,,Canada,NL,,,School,8177826124
Youth,Joshua.Watson@gmail.com,Joshua,Watson,Woodbridge,Canada,Ontario,Ap #170-2683 Sociis Ave,L2H 1J5,One-to-One Individual,5663571921
,olivia.walker@gmail.com,olivia,walker,madison,United States,Mississippi,Ap #170-2683 Sociis Ave,69607,One-to-One Individual,5294991276
Educator,Mary.Roberts@nlesd.ca,Mary,Roberts,,Canada,NL,,,School,5149101099
,.Fraser@edupros.ca,,Fraser,,,,,,One-to-One Individual,
TBD,Melanie.Duncan@gmail.com,Melanie,Duncan,Southampton,United States,Pennsylvania,238-3192 Pharetra Rd.,16073,One-to-One Individual,9307266414
Adult,Isaac.Campbell@kckps.org,Isaac,Campbell,,United States,KS,,,School,043-302-4594
Adult,Michael.Gibson@shaw.ca,Michael,Gibson,Langley,Canada,BC,9480 Arcu. Av.,V7A 1S8,One-to-One Individual,(854)769-4147
,Wanda.Smith@hotmail.com,Wanda,Smith,Mirabel,Canada,Quebec,Ap #727-4830 Tellus Avenue,J8j1l6,One-to-One Individual,9026699773
Educator,Cameron.MacLeod@gmail.com,Cameron,MacLeod,KANSAS CITY,United States,KS,309-1720 Nunc St.,59578,School,8933627418
Adult,Richard.Ogden@yahoo.com,Richard,Ogden,Port Reading,United States,NJ,"P.O. Box 539, 6081 Dui, St.",3886,One-to-One Individual,(109)770-7596
,Sebastian.Bower@hotmail.com,Sebastian,Bower,Delta,Canada,Ontario,"P.O. Box 539, 6081 Dui, St.",V1K1C6,One-to-One Individual,5256377955
Educator,Deirdre.Ball@gmail.com,Deirdre,Ball,,Canada,MB,,,School,(866) 866-0192
TBD,James.Vaughan@we.org,James,Vaughan,,CA,,,M3L 0M5,,
,Sally.Abraham@yahoo.ca,Sally,Abraham,Milton,Canada,Ontario,Ap #296-6727 Euismod St.,L2t5l2,One-to-One Individual,1398625492
Educator,Lily.Davies@gmail.com,Lily,Davies,Split Lake,Canada,MB,846-7711 Enim Av.,R3B 0P0,School,(141) 660-3465
